titulo,subtitulo,primer_parrafo,seccion
La CIDH condenó a Bolivia por violar derechos jurídicos en caso de una adolescente que denunció abusos  ,"La Corte advirtió que transcurridos casi 20 años de los ataques ""no existe una sentencia firme""","La Corte Interamericana de Derechos Humanos (Corte IDH) condenó este jueves a Bolivia por violar derechos humanos y garantías jurídicas de una ciudadana estadounidense-colombiana durante las dos décadas del proceso judicial que siguió a su denuncia por abuso sexual contra un primo cuando era adolescente, y le ordenó adoptar medidas de reparación integral.Además, el tribunal internacional instó a continuar la investigación del caso, visibilizarlo, realizar capacitaciones y readecuación jurídica.En marzo del año pasado, Brisa dio su testimonio ante la Corte IDH, donde contó que entre septiembre de 2001 y mayo 2002, cuando tenía 16 años, fue agredida sexualmente y violada en reiteradas oportunidades por su primo hermano, 10 años mayor que ella.Durante los siguientes 20 años se dedicó a buscar justicia, por lo que decidió ser abogada y ella misma integró el equipo que hizo la presentación en la instancia regional.La Corte IDH encontró ""al Estado de Bolivia responsable internacionalmente por la violación de los derechos a la integridad personal, las garantías judiciales, la vida privada y familiar, la igualdad ante la ley, la protección judicial y los derechos de la niñez, en perjuicio de Brisa de Angulo Losada"", según informó su presidente, Ricardo Pérez Manrique, en un comunicado.Además, señaló que el fallo es ""consecuencia del incumplimiento del deber y de la protección para investigar la violencia sexual sufrida por Brisa de Angulo Losada, de la ausencia de perspectiva de género y niñez en la conducción del proceso penal y la práctica de actos revictimizantes durante el mismo"".El Tribunal consideró acreditado que De Angulo Losada tuvo una ""experiencia traumática durante el primer examen ginecológico forense, lo cual se realizó de manera incompatible con los requerimientos de una debida diligencia y se la expuso a una situación de revictimización"".También mencionó que se vio obligada a relatar en distintas ocasiones los hechos relacionados con la violencia sexual de la cual fue víctima.La Corte advirtió que transcurridos casi 20 años de los ataques ""no existe una sentencia firme"" en Bolivia y que esa demora excesiva ""es resultado de períodos de inacción prolongados, sin que surja alguna explicación o justificación por parte de las autoridades"".""La Corte entendió que Bolivia excedió el plazo razonable de la investigación y juzgamiento relacionado con la violencia sexual en cuestión"", indicó la Corte, y advirtió que ""las disposiciones normativas penales relacionadas con la violencia sexual deben contener la figura del consentimiento como su eje central"".Eso significa que para que se perpetre una violación, ""no se debe exigir la prueba de amenaza, uso de la fuerza o violencia física, y basta que se demuestre, mediante cualquier medio probatorio idóneo, que la víctima no consintió con el acto sexual"".Al respecto, consideró fundamental ""que los Estados incluyan en la normativa penal algunos elementos para determinar la ausencia del consentimiento en un acto sexual, como por ejemplo el uso de la fuerza o la amenaza de usarla; la coacción o el temor a la violencia o a las consecuencias; la intimidación; la detención y/o privación de la libertad; la opresión psicológica; el abuso de poder, y la incapacidad de entender la violencia sexual"".El Tribunal estableció que su sentencia constituye, ""por sí misma, una forma de reparación"" y ordenó al Estado boliviano medidas de reparación integral, como mantener abierto el proceso penal seguido contra E.G.A y actuar sobre eventuales responsabilidades de funcionarios que hayan contribuido a la comisión de actos de revictimización.""El de Brisa es uno de los casos paradigmáticos de la agresión sexual contra las niñas y la revictimización de parte de los estados y también muestra la ruta crítica de las víctimas exigiendo justicia hasta llegar a la CIDH que es quien finalmente escucha su voz"", señaló a Télam la psicóloga Sonia Almada, titular de la ONG Aralma, que trabaja sobre abuso sexual, y que junto a otras organizaciones, integra el movimiento Derecho al Tiempo.",Sociedad
Femicidio de Natalia Melmann: reclamo para que no liberen a los policías condenados,Familiares y amigos convocaron una manifestación ante Tribunales marplatenses,"Familiares, amigos y allegados de Natalia Melmann, la adolescente asesinada en febrero de 2001 en Miramar, marcharán el viernes a los tribunales de Mar del Plata para repudiar que se le conceda la libertad anticipada a dos expolicías bonaerenses condenados por el caso.",Sociedad
"El papel de cada uno de los acusados según lo que se planteó durante las audiencias, en un interactivo",Juicio por el crimen de Fernando Báez Sosa,"El 2 de enero comenzó en los Tribunales de Dolores el juicio contra los ocho rugbiers imputados por el asesinato de Fernando Báez Sosa, que tenía 18 años cuando fue atacado a golpes a la salida de un boliche en Villa Gesell, y murió. Las principales revelaciones de la tercera semana de audiencias, tanto sobre lo ocurrido dentro de Le Brique como sobre cómo siguió en la calle.",Sociedad
Abuso infantil: detienen en el centro de Mar del Plata a un prófugo de la justicia brasileña,Fue condenado por abuso de dos niñas familiares suyas,"Un estudiante de Medicina inteligente, impecable, respetuoso y responsable. Eso solía decir la familia de Marcos Vitor Aguiar Dantas Pereira hasta que un día se enteraron de su personalidad oculta: sometía sexualmente a adolescentes familiares. Llegó a confesar los abusos, pero escapó de Brasil, se mantuvo prófugo durante largos meses, y en las últimas horas fue detenido sorpresivamente en pleno centro de Mar del Plata, frente a un reconocido shopping, durante un operativo de la Policía Federal Argentina (PFA).",Sociedad
Tucumán: ordenan obtener de manera compulsiva los datos biométricos de un imputado para destrabar su celular ,Está acusado de explotación sexual de adolescentes y creen que en el teléfono habría más pruebas,"La Cámara Federal de Apelaciones de Tucumán confirmó una autorización para obtener de manera compulsiva los datos biométricos -huella y reconocimiento facial- de un imputado por explotación sexual adolescente, para desbloquear su celular y avanzar con la investigación. La medida había sido diispuesta originalmente por el Juzgado Federal N°1 de esa jurisdicción.",Sociedad
Violencia obstétrica: Argentina deberá indemnizar por la muerte de Cristina Brítez Arce ocurrida en 1992,El fallo de la Corte Interamericana de DD.HH. ordena el pago de una indeminzación a sus dos hijos,"Después de algo más de treinta años, la muerte por ""violencia obstétrica"" de Cristina Brítez Arce tuvo su repercusión a nivel internacional, luego de que la Corte Interamericana de Derechos Humanos (Corte IDH) condenara a Argentina al pago indemnizatorio como responsable. Brítez Arce, era una mujer de 38 años que falleció en 1992 en el Hospital Sardá cuando tenía un embarazo de más de 40 semanas, hecho por el cual el país ya había reconocido su responsabilidad internacional.",Sociedad
Detuvieron al principal sospechoso del femicidio en Sacanta,Valeria Oviedo recibió golpes en la cabeza y no tenía signos de abuso,"Detuvieron al principal sospechoso del femicidio de Valeria Oviedo (21), la joven que estaba desaparecida y cuyo cuerpo fue hallado enterrado, este miércoles, en una zona rural de la localidad cordobesa de Sacanta. Familiares, amistades y organizaciones exigieron justicia, mientras que la municipalidad de Despeñaderos --de donde la víctima era oriunda-- decretó dos días de duelo.",Sociedad
Policía de Irlanda del Norte bajo la lupa por abusos,Nueve agentes despedidos y se investigan más casos,"El Servicio de Policía de Irlanda del Norte (PSNI, por sus siglas en inglés) informó este jueves que despidió a nueve oficiales por comportamiento sexual inadecuado durante el año pasado y que actualmente hay 74 casos en investigación con 32 agentes suspendidos por sospecha de haber cometido actos similares, en declaraciones a BBC News.Las medidas fueron tomadas luego del asesinato de Sarah Everard en 2021 a manos de Wayne Couzens, un oficial de policía que no estaba en servicio, un caso que conmocionó a Londres, al que esta semana se sumó la confesión del oficial de la Policía Metropolitana David Carrick, de 48 años, quien se declaró culpable de docenas de violaciones y delitos sexuales durante casi dos décadas.Los ataques de Carrick tuvieron lugar entre 2003 y 2020, principalmente en Hertfordshire , donde vivía.El caso de Everard ocurrió el 3 de marzo de 2021 cuando la joven de 33 años fue secuestrada por Couzens, quien la detuvo tras identificarse como oficial, mientras caminaba hacia el área de Brixton Hill desde la casa de un amigo cerca de Clapham Common. Couzens la esposó y llevó en automóvil cerca de Dover, al sur de Inglaterra, donde la violó y estranguló.El PSNI aseguró este jueves que adoptaría un enfoque más estricto hacia los temas disciplinarios para garantizar la confianza de la policía.La superintendente Claire McGuigan, de la división de estándares profesionales del PSNI, resaltó que el jefe de policía había dado un claro mensaje: ""Prevenir y combatir la violencia contra mujeres y niñas tanto dentro como fuera de la fuerza"".Las medidas que viene adoptando la Policía de Irlanda del Norte en ese sentido incluyen entrenamiento especializado para los oficiales, capacitación para detectar comportamientos inapropiados y estándares profesionales más altos.También planteó la idea de que las audiencias de mala conducta policial sean públicas para garantizar que los oficiales cumplan con la ley y traten a la población con respeto.Existe preocupación sobre la cantidad de oficiales que se enfrentan a acusaciones de abuso doméstico y sexual y cómo se viene lidiando con el problema.Marie Brown, directora de Foyle's Women's Aid, expresó ante BBC News su desilusión porque ""ahora solo se hable de tomarlo en serio. Siempre debería haber sido así"".""Ahora entendemos el daño que el abuso sexual y los delitos sexuales pueden causar a las víctimas. Me pregunto simplemente qué ha pasado con el gobierno para que esto continúe por tanto tiempo"", agregó.En ese sentido, Brown instó a buscar una revisión exhaustiva del comportamiento de la policía de Irlanda del Norte, señaló que hay una cultura de misoginia que debe abordarse y pidió una investigación a fondo de la forma en que el PSNI maneja las denuncias de abuso doméstico y sexual, desde la contratación de nuevos miembros de la fuerza hasta la evaluación continua de los oficiales durante toda su carrera.La Policía Metropolitana también está siendo investigada por un incidente en el que cuatro agentes llevaron a cabo un registro sin ropa a una niña de 15 años. La madre de la niña presentó una denuncia el 11 de diciembre de 2020 tras el arresto de su hija en la estación de policía de Walworth, Kennington.",Sociedad
"Te felicito, qué bien facturas: Shakira y la utopía de la mujer emprendedora",La realidad del sector en la Argentina,"Las mujeres ya no lloran, ahora las mujeres facturan. Quizás la frase que más “ruido” hizo del nuevo tema de Shakira y Bizarrap. Sin embargo, ¿cuál es la realidad de las mujeres emprendedoras en Argentina?",Sociedad
"India: hallan 256 huevos fósiles de titanosaurios, uno de los dinosaurios más grandes que existieron",En la región central del país,Recientemente se han descubierto 92 nidos con un total de 256 huevos fósiles de titanosaurios en un yacimiento en el centro de la India. Este hallazgo permite saber los hábitos de vida de uno de los dinosaurios más grandes que han existido.,Sociedad
Ley de etiquetado: vence el plazo de las pymes para pedir prórroga,Para la aplicación de los octógonos negros,"Las pequeñas y medianas empresas (pymes) tendrán tiempo hasta este viernes 20 de enero para pedir una prórroga para la adecuación de las etiquetas de sus productos a la Ley 27.642, conocida como de etiquetado frontal. Esa norma establece que los productos con exceso en grasas, azúcares, sodio y calorías deben tener octógonos negros con las correspondientes advertencias, entre otras medidas que buscan promover una alimentación saludable.Sancionada en octubre de 2021 y reglamentada en marzo del año pasado, la Ley de Promoción de la alimentación saludable estableció, entre otras medidas, una implementación progresiva de cambios en las etiquetas de los productos que se dividió en dos etapas.La primera exige la colocación de sellos a los que tienen 20 por ciento o más del total de energía de azúcares añadidos, 35 por ciento más de grasas añadidas, 12 por ciento de grasas saturadas, 600 miligramos de sodio cada 100 gramos, 300 calorías cada 100 gramos y en las bebidas 50 calorías cada 100 mililitros.Esa primera etapa del etiquetado debe estar lista de manera completa para el 16 de febrero para los productos de las grandes empresas (incluyendo las que pidieron prórroga, las que no pidieron tenían tiempo de adecuarse hasta el 20 de agosto pasado) y para el 19 de agosto en el caso de los productos de las pequeñas y medianas empresas que hayan presentado un pedido de prórroga (las que no lo hicieron tienen tiempo hasta el 20 de febrero).Esto implica que a partir de esas fechas se sumarán a las góndolas más productos con etiquetado frontal, que se añadirán a los que ya están.",Sociedad
Gordofobia en redes: los agresivos comentarios sobre la bebé de Isabel Macedo,La respuesta de la actriz,"La actriz Isabel Macedo compartió en Instagram una foto de su hija de 7 meses en traje de baño y recibió decenas de comentarios gordofóbicos sobre el cuerpo de la pequeña. En diálogo con Página|12, el pediatra Omar Tabacco, expresidente de la Sociedad Argentina de Pediatría condenó lo ocurrido y explicó por qué está mal opinar del peso de un bebé.",Sociedad
La ola de calor no afloja: 7 plantas que ayudan a bajar la temperatura en casa,Aliadas para combatir el calor,"Cuando el calor invade la ciudad y el asfalto se convierte en un horno, refugiarse en un ambiente fresco se vuelve fundamental. Las plantas tienen la capacidad de absorber el aire caliente del ambiente y transformarlo en una suerte de transpiración que baja la temperatura de su entorno, pero no todas son indicadas para tener en el interior de una casa ¿Cuáles son las mejores plantas hogareñas combatir el calor?",Sociedad
Día del cervecero: por qué se celebra el 19 de enero y las 9 cervecerías más buscadas de CABA,Día mundial de la cerveza,"Cada 19 de enero en Argentina se celebra el Día del Trabajador Cervecero, en conmemoración de la creación de la Federación Argentina de Trabajadores Cerveceros y Afines (FATCA) en 1936. ¿Cuáles son las cervecerías más buscadas de CABA?",Sociedad
La dura acusación de Greta Thunberg a los participantes del Foro de Davos,La joven activista estuvo en una actividad paralela a la oficial,"La activista sueca por el clima Greta Thunberg acusó a los asistentes del Foro Económico Mundial de Davos de ""alimentar la destrucción del planeta"", en una actividad celebrada en paralelo al programa oficial.",Sociedad
Efemérides de hoy: qué pasó un 19 de enero,Hechos que ocurrieron en la Argentina y el mundo,En las efemérides del 19 de enero sobresalen estos hechos que ocurrieron un día como hoy en la Argentina y el mundo:,Sociedad
Fernando Báez Sosa: Lucas Pertossi y Blas Cinalli buscaron desligarse del ataque directo a Fernando,Declararon que peleaban con un amigo de la víctima,Desde Dolores,Sociedad
"Habrá fotomultas para uso del celular, falta del cinturón y giros indebidos",Nuevos controles de tránsito en CABA,"En los últimos años se triplicó el uso del celular en los conductores al volante y eso generó una alerta, porque al mirar el teléfono, el conductor, aunque sea sólo por unos pocos segundos, maneja a ciegas. Es por esto que a partir del mes de febrero la Ciudad de Buenos Aires controlará este tipo de infracciones con el uso de cámaras de fiscalización, además de los giros indebidos y la falta del cinturón de seguridad. ",Sociedad
Fernando Báez Sosa: Mensaje contra la violencia,En CABA,"Decenas de personas se concentraron esta tarde en el Obelisco porteño bajo la consigna ""justicia por Fernando Báez Sosa"" al cumplirse tres años del asesinato del joven y exigieron que con el juicio se ""dé un mensaje de que la violencia no puede seguir ocurriendo"".",Sociedad
Fernando Báez Sosa: Un altar donde recibió la brutal golpiza,Villa Gesell,"Cientos de personas, muchos de ellos turistas, se reunieron frente al boliche Le Brique, en Villa Gesell, donde hace tres años fue asesinado Fernando Báez Sosa, para homenajear al joven y asistir a una misa ofrecida por el obispo de Mar del Plata, Gabriel Mestre, quien era arzobispo de Villa Gesell cuando ocurrió el crimen.",Sociedad
"Marchas por Fernando Báez Sosa: ""No queremos venganza, queremos justicia""","Dijeron Graciela y Silvino, los padres del joven, en un masivo acto multirreligioso en Dolores","""Estoy de pie"", gritó Graciela Sosa, con los dos puños cerrados, ante más de 2500 personas que acompañaron a los padres de Fernando Báez Sosa en el acto por el tercer aniversario del crimen de su hijo. En el anfiteatro de Dolores, la ciudad que los acoge desde hace tres semanas, los padres de Fernando realizaron una ""oración interreligiosa"" y una colecta solidaria en memoria de Fernando. Sus familiares y amigos se acercaron desde Buenos Aires y desde Paraguay, mientras que la gente de Dolores, que hizo suyo el caso de Fernando, se movilizó al lugar para exigir justicia tras el cierre de la etapa probatoria del juicio.  ",Sociedad
Un video inédito muestra la secuencia completa del crimen de Fernando Báez Sosa,A tres años del asesinato,"Casualidad, o no, horas antes de la última audiencia del juicio por el crimen de Fernando Báez Sosa (que, además, coincide con el tercer aniversario del hecho), se divulgó un video hasta ahora desconocido que registra la secuencia completa del ataque que acabó con la vida del joven de 18 años. El mismo fue registrado por un domo de seguridad de la Municipalidad de Villa Gesell ubicado en un poste de la esquina de las avenidas 3 y Buenos Aires sobre la mano norte (es decir, la que está frente al boliche Le Brique). ",Sociedad
"Chaco: cinco personas robaron una avioneta, se estrellaron y murieron","El accidente ocurrió poco después del despegue de la nave, que ""era 0 kilómetro prácticamente""","En Chaco, cinco personas murieron de madrugada luego de robar un avión en Villa Ángela y estrellarse a poco de despegar desde un aeroclub local. ",Sociedad
Barriletes asesinos: un festival terminó con 6 muertos en India,Las cuerdas desangraron a las víctimas,"Lo que comenzó como un festival de barriletes terminó en tragedia en India, con seis muertos, de los cuales tres eran niños, además de 176 heridos. Ocurrió en Gurajat, India. Las víctimas murieron por los hilos de los barriletes, que les cortaron el cuello.",Sociedad
Paul Johnson y una de las entrevistas más extrañas en la historia del periodismo,Un curioso episodio en la vida del historiador inglés recientemente fallecido,"Paul Johnson fue uno de los historiadores más conocidos de la segunda mitad del siglo XX. Nació en 1928 en Manchester, se formó en Oxford y, de algún modo, fue la oposición a Eric Hobsbawm por derecha. Si el autor de Historia del siglo XX se erigió como uno de los grandes académicos marxistas, Johnson estuvo allí para apuntalar la reacción: apoyó sin ambages a Margaret Thatcher y la revolución conservadora de los 80. De hecho, en 1976, tres años antes de que la Baronesa llegara a 10 Downing Street, Johnson sacudió a los intelectuales británicos con ""Adiós al laborismo"", un artículo publicado en The New Statesman, en que postuló su desilusión del socialismo y del sindicalismo.",Sociedad
El gobierno bonaerense destacó la necesidad de cambiar los mandatos de la masculinidad que reproducen violencias,A partir del caso Báez Sosa,"Con motivo del tercer aniversario del asesinato de Fernando Báez Sosa, el Ministerio de las Mujeres, Políticas de Género y Diversidad Sexual bonaerense destacó la necesidad de reflexionar y revertir los mandatos de masculinidad que reproducen violencias.",Sociedad
Alemania: descubren un “pozo de los deseos” con reliquias de la Edad de Bronce,Tendría 3.000 años de antigüedad,"Un grupo de arqueólogos ha desenterrado un ""pozo de los deseos"" de la Edad de Bronce en Baviera, Alemania. Según los investigadores, este pozo tendría alrededor de 3.000 años y los objetos allí encontrados servirían como parte de rituales para una buena cosecha.",Sociedad
El peligro de los desafíos virales de TikTok: 10 consejos para cuidar el consumo de los más chicos en las redes sociales,Tras la muerte de una niña en Santa Fe,"El video circuló hace algunos años: una nena de no más de tres años caminaba por un shopping, se encontraba con una publicidad, se acercaba y con el dedo índice intentaba pasar la imagen deslizando hacia la izquierda. El dedo iba solo, guiado por la pura intuición de lo táctil. Una década más tarde ese video ya no sorprende como antes. La escena se fue repitiendo hasta el cansancio y que los chicos sepan manipular tablets y celulares no es una novedad.",Sociedad
La Iglesia de Inglaterra rechaza casar a parejas del mismo sexo,"En su lugar, los obispos proponen bendecirlas en una ceremonia","La Iglesia de Inglaterra se negó a cambiar su ley canónica para celebrar matrimonios entre personas del mismo sexo y propuso, en cambio, ""bendecir"" la unión o el matrimonio civil de esas parejas en una ceremonia.",Sociedad
Diarrea en Brasil: recomendaciones del Ministerio de Salud si viajás a Florianópolis,En las playas de Santa Catarina,"En plena temporada alta de turismo, en Florianópolis sobrevuela un alerta ante la epidemia de diarrea que registraron miles de viajeros que se alojaron en las playas de Santa Catarina. El Ministerio de Salud argentino puntualizó una serie de recomendaciones para prevenir infecciones gastroestinales. Estas son:",Sociedad
Homenajes a Fernando Báez Sosa a tres años del crimen,"Sus padres encabezarán el acto central en Dolores, la ciudad donde se realiza el juicio","Al cumplirse el tercer aniversario del crimen, los padres de Fernando Báez Sosa, el joven de 18 años asesinado en la puerta del boliche ""Le Brique"" de Villa Gesell, encabezarán una ceremonia interreligiosa y una colecta solidaria en el Anfiteatro de Dolores, la ciudad donde se está realizando el juicio oral.",Sociedad
Ola de calor: alerta amarilla por temperaturas peligrosas en el centro y norte del país,Se anunció una mínima de 23 grados y una máxima de 32 para CABA,"El intenso calor sigue asolando este miércoles gran parte de la zona centro y norte del país, con máximas pronosticadas entre los 35 y 40 grados, por lo que el Servicio Meteorológico Nacional (SMN) mantiene la alerta amarilla por temperaturas que ""pueden ser peligrosas"". Además, el organismo amplió la advertencia a las Islas Malvinas y a las zonas cordilleranas de Chubut y Santa Cruz.",Sociedad
Efemérides de hoy: qué pasó un 18 de enero,Hechos que ocurrieron en la Argentina y el mundo,En las efemérides del 18 de enero sobresalen estos hechos que ocurrieron un día como hoy en la Argentina y el mundo:,Sociedad
"Fernando Báez Sosa: Ciro Pertossi dijo que ""frenó"" una de las patadas finales cuando vio a Fernando en el piso",Declararon también tres padres de los acusados y dos peritos de la defensa,Desde Dolores,Sociedad
La policía alemana desalojó a Greta Thunberg de protesta contra una mina de lignito,Activistas medioambientales se oponen a la demolición de Lützerath,"La policía alemana detuvo este martes a la activista sueca Greta Thunberg y a otros manifestantes durante una protesta contra el desalojo y la demolición del pueblo de Lützerath, ubicado al oeste de Alemania, para expandir una mina de carbón a cielo abierto. Los movimientos ecologistas denunciaron que los efectivos ""reprimieron duramente"" a quienes participaron del reclamo.",Sociedad
